timestamp,x,y,theta,vx,wz
1782660233.767017,-1.0692,-2.1255,2.3713,-0.0000,-0.0041
1782673393.450162,0.0000,0.0000,0.0000,0.0000,0.0000
1782675219.109652,4.6895,11.7844,0.6784,0.4000,0.0546
1782675219.159634,4.7051,11.7970,0.6811,0.4000,-0.0159
1782675219.210097,4.7208,11.8097,0.6803,0.4000,-0.0000
1782675219.259830,4.7365,11.8224,0.6803,0.4000,0.0342
1782675219.309890,4.7521,11.8351,0.6820,0.4000,0.0136
1782675219.359782,4.7678,11.8478,0.6827,0.4000,0.0563
1782675219.409731,4.7833,11.8605,0.6856,0.4000,0.0710
1782675219.459828,4.7990,11.8732,0.6891,0.4000,0.0218
1782675219.509734,4.8145,11.8860,0.6902,0.4000,0.0406
1782675219.559842,4.8302,11.8990,0.6923,0.4000,0.0292
1782675219.609683,4.8456,11.9118,0.6938,0.4000,0.0692
1782675219.659697,4.8611,11.9246,0.6973,0.4000,0.0268
1782675219.709953,4.8766,11.9377,0.6986,0.4000,0.0367
1782675219.759717,4.8920,11.9506,0.7005,0.4000,0.0243
1782675219.809842,4.9074,11.9635,0.7017,0.4000,0.0365
1782675219.859869,4.9227,11.9765,0.7035,0.4000,0.0358
1782675219.909692,4.9381,11.9896,0.7053,0.4000,0.0548
1782675219.959694,4.9534,12.0026,0.7081,0.4000,0.0456
1782675220.009707,4.9687,12.0157,0.7104,0.4000,0.0501
1782675220.059696,4.9840,12.0288,0.7129,0.4000,0.0039
1782675220.109722,4.9992,12.0420,0.7131,0.4000,0.0562
1782675220.160212,5.0144,12.0552,0.7159,0.4000,0.0386
1782675220.209880,5.0297,12.0684,0.7179,0.4000,0.0089
1782675220.259838,5.0448,12.0817,0.7183,0.4000,0.0283
1782675220.309822,5.0600,12.0949,0.7198,0.4000,0.0956
1782675220.359967,5.0752,12.1082,0.7246,0.4000,0.0704
1782675220.409882,5.0903,12.1216,0.7282,0.4000,0.2039
1782675220.459933,5.1054,12.1351,0.7384,0.4000,0.2574
1782675220.509970,5.1203,12.1487,0.7515,0.4000,0.3890
1782675220.559930,5.1351,12.1625,0.7711,0.4000,0.5006
1782675220.609678,5.1494,12.1764,0.7961,0.4000,0.4454
1782675220.659815,5.1635,12.1908,0.8184,0.4000,0.3516
1782675220.709700,5.1773,12.2055,0.8362,0.4000,0.3284
1782675220.760157,5.1908,12.2205,0.8527,0.4000,0.2763
1782675220.809710,5.2040,12.2356,0.8665,0.4000,0.2481
1782675220.859748,5.2170,12.2509,0.8790,0.4000,0.2620
1782675220.909829,5.2299,12.2665,0.8922,0.4000,0.2791
1782675220.959837,5.2426,12.2822,0.9063,0.4000,0.1960
1782675221.009825,5.2550,12.2981,0.9162,0.4000,0.1518
1782675221.059849,5.2673,12.3141,0.9238,0.4000,0.1279
1782675221.109803,5.2794,12.3302,0.9303,0.4000,0.1279
1782675221.159780,5.2915,12.3463,0.9367,0.4000,0.1052
1782675221.209736,5.3034,12.3626,0.9420,0.4000,0.1208
1782675221.260198,5.3153,12.3789,0.9481,0.4000,0.1166
1782675221.309913,5.3271,12.3953,0.9540,0.4000,0.1109
1782675221.360054,5.3388,12.4118,0.9596,0.4000,0.0975
1782675221.409894,5.3503,12.4283,0.9645,0.4000,0.1421
1782675221.459802,5.3618,12.4448,0.9717,0.4000,0.1616
1782675221.509790,5.3732,12.4615,0.9799,0.4000,0.1629
1782675221.559719,5.3844,12.4782,0.9880,0.4000,0.1035
1782675221.609842,5.3955,12.4951,0.9933,0.4000,0.1316
1782675221.659691,5.4065,12.5120,0.9999,0.4000,0.1246
1782675221.709842,5.4174,12.5289,1.0062,0.4000,0.1435
1782675221.759825,5.4282,12.5459,1.0134,0.4000,0.1466
1782675221.809724,5.4388,12.5630,1.0208,0.4000,0.1613
1782675221.859765,5.4493,12.5801,1.0289,0.4000,0.1327
1782675221.909663,5.4597,12.5974,1.0356,0.4000,0.1557
1782675221.959728,5.4700,12.6148,1.0435,0.4000,0.1507
1782675222.009859,5.4801,12.6321,1.0511,0.4000,0.1847
1782675222.059860,5.4901,12.6496,1.0604,0.4000,0.1149
1782675222.109777,5.5000,12.6672,1.0662,0.4000,0.1815
1782675222.159712,5.5097,12.6848,1.0753,0.4000,0.1211
1782675222.209700,5.5193,12.7025,1.0814,0.4000,0.1632
1782675222.259759,5.5287,12.7203,1.0896,0.4000,0.1937
1782675222.309780,5.5381,12.7382,1.0994,0.4000,0.2132
1782675222.359684,5.5472,12.7561,1.1101,0.4000,0.2818
1782675222.409707,5.5562,12.7742,1.1243,0.4000,0.3675
1782675222.459773,5.5649,12.7924,1.1429,0.4000,0.5574
1782675222.509913,5.5732,12.8107,1.1710,0.3992,0.5625
1782675222.559779,5.5809,12.8291,1.1994,0.3910,0.7326
1782675222.609707,5.5881,12.8474,1.2361,0.3904,0.6643
1782675222.660091,5.5947,12.8663,1.2700,0.3993,1.6748
1782675222.759737,5.6007,12.8856,1.3000,0.4000,0.5735
1782675222.809915,5.6061,12.9051,1.3290,0.4000,0.5189
1782675222.859703,5.6109,12.9246,1.3552,0.4000,0.5063
1782675222.909833,5.6152,12.9442,1.3806,0.4000,0.4485
1782675222.959879,5.6189,12.9638,1.4031,0.3919,0.1324
1782675223.010051,5.6216,12.9822,1.4098,0.3497,0.0543
1782675223.059753,5.6240,12.9988,1.4126,0.3125,0.0142
1782675223.109879,5.6261,13.0135,1.4133,0.2821,-0.1187
1782675223.159816,5.6280,13.0270,1.4074,0.2580,-0.1736
1782675223.209755,5.6298,13.0390,1.3987,0.2286,-0.2640
1782675223.259807,5.6317,13.0501,1.3855,0.2176,-0.2963
1782675223.309707,5.6337,13.0608,1.3707,0.2160,-0.3206
1782675223.359818,5.6360,13.0715,1.3547,0.2192,-0.3024
1782675223.409825,5.6384,13.0825,1.3395,0.2260,-0.3076
1782675223.459775,5.6413,13.0941,1.3241,0.2477,-0.3626
1782675223.509769,5.6448,13.1072,1.3061,0.2867,-0.2608
1782675223.559797,5.6492,13.1224,1.2930,0.3368,-0.2444
1782675223.609869,5.6543,13.1397,1.2808,0.3762,-0.1452
1782675223.659812,5.6600,13.1585,1.2735,0.3985,-0.1690
1782675223.709855,5.6659,13.1777,1.2650,0.4000,-0.1759
1782675223.760080,5.6719,13.1969,1.2562,0.4001,-0.1749
1782675223.809707,5.6782,13.2162,1.2473,0.4001,-0.2539
1782675223.859849,5.6846,13.2352,1.2345,0.4001,-0.2962
1782675223.909723,5.6913,13.2542,1.2196,0.4001,-0.3400
1782675223.959718,5.6982,13.2732,1.2025,0.4001,-0.3781
1782675224.009810,5.7054,13.2919,1.1834,0.4001,-0.4496
1782675224.059730,5.7130,13.3105,1.1608,0.4001,-0.5925
1782675224.109815,5.7211,13.3291,1.1308,0.4001,-0.6333
1782675224.159817,5.7297,13.3473,1.0988,0.4001,-0.7488
1782675224.209722,5.7389,13.3653,1.0610,0.4001,-0.7385
1782675224.259738,5.7487,13.3829,1.0237,0.4001,-0.8566
1782675224.309725,5.7592,13.4001,0.9806,0.4001,-0.9052
1782675224.359828,5.7704,13.4168,0.9351,0.4001,-0.9253
1782675224.409832,5.7824,13.4331,0.8883,0.4001,-0.9198
1782675224.459804,5.7952,13.4488,0.8415,0.4001,-0.9029
1782675224.509747,5.8087,13.4639,0.7958,0.4001,-0.9086
1782675224.559876,5.8228,13.4783,0.7501,0.4001,-0.7893
1782675224.609845,5.8376,13.4921,0.7104,0.4001,-0.5877
1782675224.659832,5.8529,13.5052,0.6809,0.4001,-0.4060
1782675224.709890,5.8685,13.5178,0.6606,0.4001,-0.1620
1782675224.759815,5.8845,13.5302,0.6525,0.4000,0.0872
1782675224.809792,5.9005,13.5424,0.6568,0.4000,-0.0060
1782675224.859789,5.9164,13.5547,0.6565,0.4000,0.0148
1782675224.909838,5.9325,13.5671,0.6573,0.4000,0.0381
1782675224.959721,5.9484,13.5794,0.6592,0.4000,0.0140
1782675225.009706,5.9643,13.5917,0.6599,0.4000,0.0310
1782675225.059801,5.9803,13.6041,0.6615,0.4000,0.0540
1782675225.109701,5.9961,13.6164,0.6642,0.4000,0.0030
1782675225.159730,6.0120,13.6288,0.6644,0.4000,0.0564
1782675225.209693,6.0279,13.6413,0.6672,0.4000,0.0328
1782675225.259694,6.0437,13.6537,0.6689,0.4000,0.0551
1782675225.309840,6.0595,13.6662,0.6716,0.4000,0.0200
1782675225.359901,6.0752,13.6787,0.6726,0.4000,-0.0020
1782675225.409689,6.0910,13.6912,0.6725,0.4000,0.0191
1782675225.459870,6.1067,13.7038,0.6735,0.4000,-0.0362
1782675225.509752,6.1225,13.7164,0.6717,0.4000,-0.0035
1782675225.559817,6.1383,13.7289,0.6715,0.4000,-0.1088
1782675225.609792,6.1541,13.7415,0.6661,0.4000,0.0201
1782675225.659902,6.1699,13.7539,0.6670,0.4000,-0.1746
1782675225.709717,6.1857,13.7664,0.6583,0.4000,-0.1805
1782675225.759876,6.2017,13.7787,0.6492,0.4000,-0.2421
1782675225.809705,6.2177,13.7909,0.6369,0.4000,-0.3488
1782675225.859762,6.2339,13.8028,0.6194,0.4000,-0.4036
1782675225.909957,6.2504,13.8146,0.5990,0.4000,-0.4328
1782675225.959759,6.2671,13.8260,0.5772,0.4000,-0.3567
1782675226.009922,6.2840,13.8370,0.5593,0.4000,-0.2615
1782675226.059881,6.3011,13.8477,0.5461,0.4000,-0.2410
1782675226.109776,6.3183,13.8581,0.5340,0.4000,-0.1405
1782675226.159683,6.3361,13.8686,0.5267,0.4000,-0.1209
1782675226.209680,6.3533,13.8786,0.5207,0.4000,-0.1565
1782675226.259808,6.3708,13.8887,0.5128,0.4000,-0.1117
1782675226.309685,6.3883,13.8985,0.5072,0.4000,-0.1305
1782675226.359648,6.4059,13.9083,0.5006,0.4000,-0.0497
1782675226.409721,6.4236,13.9180,0.4981,0.4000,-0.0446
1782675226.459675,6.4413,13.9276,0.4959,0.4000,0.0170
1782675226.509701,6.4590,13.9372,0.4968,0.4000,-0.0050
1782675226.559661,6.4767,13.9468,0.4965,0.4000,0.0050
1782675226.609663,6.4944,13.9564,0.4968,0.4000,0.0090
1782675226.659689,6.5121,13.9660,0.4972,0.4000,0.0268
1782675226.709693,6.5298,13.9756,0.4986,0.4000,0.0467
1782675226.759681,6.5476,13.9853,0.5009,0.4000,0.0191
1782675226.809666,6.5652,13.9949,0.5019,0.4000,-0.0060
1782675226.859708,6.5831,14.0047,0.5016,0.4000,0.0498
1782675226.909652,6.6007,14.0144,0.5041,0.4000,0.0247
1782675226.960053,6.6184,14.0241,0.5054,0.4000,0.0328
1782675227.009775,6.6360,14.0339,0.5070,0.4000,0.0566
1782675227.059772,6.6536,14.0436,0.5099,0.4000,0.0860
1782675227.109795,6.6713,14.0535,0.5142,0.4000,0.0392
1782675227.159786,6.6887,14.0634,0.5162,0.4000,0.0396
1782675227.209946,6.7062,14.0733,0.5182,0.4000,0.0592
1782675227.259665,6.7238,14.0833,0.5212,0.4000,0.0228
1782675227.309663,6.7412,14.0933,0.5223,0.4000,0.0419
1782675227.359670,6.7588,14.1034,0.5245,0.4000,0.0667
1782675227.409656,6.7762,14.1135,0.5278,0.4000,0.0249
1782675227.459760,6.7936,14.1237,0.5290,0.4000,0.0029
1782675227.509705,6.8110,14.1338,0.5292,0.4000,0.0020
1782675227.559652,6.8283,14.1440,0.5293,0.4000,0.0199
1782675227.609693,6.8457,14.1541,0.5303,0.4000,0.0209
1782675227.659665,6.8630,14.1643,0.5313,0.4000,-0.0070
1782675227.709664,6.8804,14.1745,0.5310,0.4000,0.0050
1782675227.759648,6.8978,14.1847,0.5312,0.4000,0.0248
1782675227.809860,6.9152,14.1949,0.5325,0.4000,0.0150
1782675227.859651,6.9325,14.2052,0.5333,0.4000,0.0480
1782675227.909654,6.9499,14.2154,0.5357,0.4000,0.0189
1782675227.959753,6.9672,14.2257,0.5366,0.4000,0.0099
1782675228.009796,6.9846,14.2360,0.5371,0.4000,-0.0020
1782675228.059716,7.0020,14.2464,0.5371,0.4000,0.0823
1782675228.109723,7.0192,14.2566,0.5412,0.4000,0.0239
1782675228.159662,7.0365,14.2670,0.5424,0.4000,0.0458
1782675228.209794,7.0537,14.2774,0.5447,0.4000,0.0295
1782675228.259768,7.0710,14.2879,0.5462,0.4000,0.0305
1782675228.309729,7.0883,14.2984,0.5477,0.4000,0.0246
1782675228.359700,7.1054,14.3088,0.5489,0.4000,-0.0089
1782675228.409735,7.1227,14.3194,0.5485,0.4000,0.0288
1782675228.459712,7.1398,14.3299,0.5500,0.4000,0.0268
1782675228.509814,7.1569,14.3404,0.5513,0.4000,0.0592
1782675228.559830,7.1742,14.3510,0.5543,0.4000,0.0169
1782675228.609804,7.1913,14.3616,0.5552,0.4000,0.0606
1782675228.659778,7.2085,14.3722,0.5582,0.4000,0.0472
1782675228.709805,7.2256,14.3829,0.5606,0.4000,0.0280
1782675228.759878,7.2426,14.3936,0.5620,0.4000,0.0498
1782675228.809741,7.2596,14.4043,0.5645,0.4000,0.0220
1782675228.859811,7.2767,14.4151,0.5656,0.4000,-0.0115
1782675228.909677,7.2937,14.4259,0.5650,0.4000,-0.0545
1782675228.959691,7.3107,14.4367,0.5624,0.4000,0.0003
1782675229.009698,7.3277,14.4474,0.5624,0.4000,0.0194
1782675229.059812,7.3448,14.4582,0.5633,0.4000,-0.2503
1782675229.109787,7.3618,14.4689,0.5507,0.4000,-0.3328
1782675229.159857,7.3790,14.4795,0.5338,0.4000,-0.8977
1782675229.259860,7.3964,14.4898,0.5189,0.4000,-0.3075
1782675229.309955,7.4145,14.5001,0.5029,0.4000,-0.2430
1782675229.359731,7.4317,14.5095,0.4910,0.4000,-0.2259
1782675229.409825,7.4494,14.5190,0.4796,0.4000,-0.2099
1782675229.459911,7.4673,14.5283,0.4691,0.4000,-0.1979
1782675229.509931,7.4853,14.5374,0.4591,0.4000,-0.1352
1782675229.559857,7.5034,14.5464,0.4523,0.4000,-0.0638
1782675229.609852,7.5215,14.5552,0.4491,0.4000,-0.0454
1782675229.659731,7.5396,14.5639,0.4468,0.4000,0.0010
1782675229.709725,7.5579,14.5726,0.4469,0.4000,0.0269
1782675229.759705,7.5760,14.5813,0.4483,0.4000,0.0499
1782675229.809801,7.5944,14.5902,0.4507,0.4000,-0.0035
1782675229.859716,7.6126,14.5990,0.4506,0.4000,0.0152
1782675229.909742,7.6308,14.6078,0.4514,0.4000,0.0590
1782675229.959974,7.6490,14.6166,0.4545,0.4000,0.3024
1782675230.009685,7.6671,14.6255,0.4696,0.4000,0.0897
1782675230.059838,7.6850,14.6346,0.4741,0.4000,-0.0360
1782675230.109704,7.7029,14.6438,0.4723,0.4000,0.0931
1782675230.159672,7.7209,14.6529,0.4769,0.4000,-0.0289
1782675230.209818,7.7387,14.6621,0.4755,0.4000,-0.0040
1782675230.259758,7.7566,14.6714,0.4753,0.4000,0.0468
1782675230.309878,7.7746,14.6806,0.4777,0.4000,0.0010
1782675230.359928,7.7926,14.6899,0.4778,0.4000,0.0437
1782675230.409787,7.8104,14.6991,0.4799,0.4000,0.0196
1782675230.459851,7.8282,14.7084,0.4809,0.4000,0.0295
1782675230.509890,7.8461,14.7177,0.4824,0.4000,0.0355
1782675230.559820,7.8639,14.7271,0.4842,0.4000,0.0040
1782675230.609729,7.8817,14.7365,0.4844,0.4000,0.0427
1782675230.659819,7.8996,14.7459,0.4866,0.4000,0.0538
1782675230.709788,7.9174,14.7553,0.4893,0.4000,0.0305
1782675230.759696,7.9352,14.7647,0.4908,0.4000,0.0409
1782675230.809860,7.9529,14.7742,0.4928,0.4000,0.0200
1782675230.859679,7.9707,14.7837,0.4939,0.4000,0.0338
1782675230.910032,7.9884,14.7933,0.4956,0.4000,0.0296
1782675230.959687,8.0061,14.8028,0.4970,0.4000,0.0140
1782675231.009696,8.0238,14.8125,0.4978,0.4000,0.0470
1782675231.059686,8.0415,14.8221,0.5001,0.4000,0.0050
1782675231.109831,8.0592,14.8317,0.5004,0.4000,-0.0079
1782675231.159757,8.0768,14.8414,0.5000,0.4000,0.0577
1782675231.209706,8.0945,14.8510,0.5029,0.4000,0.0378
1782675231.259684,8.1121,14.8607,0.5047,0.4000,-0.0799
1782675231.309692,8.1297,14.8705,0.5007,0.4000,-0.0219
1782675231.359756,8.1474,14.8801,0.4997,0.4000,0.0538
1782675231.409672,8.1651,14.8898,0.5024,0.4000,-0.0150
1782675231.459668,8.1827,14.8995,0.5016,0.4000,0.0140
1782675231.509932,8.2003,14.9091,0.5023,0.4000,0.0313
1782675231.559829,8.2180,14.9189,0.5039,0.4000,0.0099
1782675231.609846,8.2357,14.9286,0.5044,0.4000,0.0079
1782675231.659856,8.2534,14.9384,0.5048,0.4000,0.0010
1782675231.709920,8.2710,14.9481,0.5048,0.4000,0.0030
1782675231.759878,8.2886,14.9578,0.5050,0.4000,0.0059
1782675231.809761,8.3063,14.9676,0.5053,0.4000,0.0258
1782675231.860437,8.3239,14.9774,0.5066,0.4000,0.0305
1782675231.909833,8.3415,14.9871,0.5082,0.4000,0.0634
1782675231.959718,8.3591,14.9969,0.5113,0.4000,-0.0211
1782675232.010036,8.3768,15.0068,0.5103,0.4000,0.0757
1782675232.059720,8.3944,15.0167,0.5141,0.4000,0.0320
1782675232.109911,8.4119,15.0266,0.5157,0.4000,0.0110
1782675232.159788,8.4294,15.0365,0.5162,0.4000,-0.0241
1782675232.209707,8.4470,15.0465,0.5150,0.4000,0.0060
1782675232.259725,8.4645,15.0564,0.5153,0.4000,0.0050
1782675232.309778,8.4820,15.0663,0.5156,0.4000,-0.0180
1782675232.359783,8.4996,15.0763,0.5147,0.4000,0.0179
1782675232.409825,8.5171,15.0862,0.5156,0.4000,0.0493
1782675232.459832,8.5346,15.0961,0.5180,0.4000,0.0644
1782675232.509763,8.5519,15.1060,0.5212,0.3927,0.0785
1782675232.559807,8.5688,15.1156,0.5251,0.3816,0.1127
1782675232.609966,8.5854,15.1253,0.5308,0.3808,0.2221
1782675232.659749,8.6020,15.1350,0.5420,0.3848,0.3437
1782675232.710072,8.6190,15.1452,0.5593,0.3990,0.4013
1782675232.759799,8.6360,15.1559,0.5795,0.3999,0.4110
1782675232.809737,8.6529,15.1670,0.6001,0.4000,0.3677
1782675232.859787,8.6695,15.1783,0.6186,0.4000,0.3469
1782675232.909783,8.6860,15.1901,0.6362,0.4000,0.4036
1782675232.959721,8.7022,15.2021,0.6564,0.4000,0.3441
1782675233.009884,8.7181,15.2143,0.6737,0.4000,0.3555
1782675233.059822,8.7339,15.2269,0.6916,0.4000,0.2772
1782675233.109767,8.7493,15.2397,0.7055,0.4000,0.2362
1782675233.159941,8.7647,15.2527,0.7174,0.4000,0.2782
1782675233.209686,8.7798,15.2660,0.7314,0.4000,0.2352
1782675233.259691,8.7949,15.2795,0.7432,0.4000,0.2092
1782675233.309936,8.8097,15.2931,0.7538,0.4000,0.1638
1782675233.359665,8.8244,15.3069,0.7620,0.4000,0.1456
1782675233.409686,8.8389,15.3208,0.7693,0.4000,0.1185
1782675233.459695,8.8534,15.3348,0.7753,0.4000,0.0855
1782675233.509753,8.8678,15.3489,0.7796,0.4000,0.1140
1782675233.559873,8.8821,15.3630,0.7853,0.4000,0.0768
1782675233.609929,8.8964,15.3773,0.7892,0.4000,0.1298
1782675233.659783,8.9106,15.3916,0.7957,0.4000,0.1061
1782675233.709808,8.9247,15.4060,0.8011,0.4000,0.1346
1782675233.759809,8.9387,15.4205,0.8079,0.4000,0.1619
1782675233.809808,8.9526,15.4350,0.8161,0.4000,0.1719
1782675233.859834,8.9664,15.4497,0.8247,0.4000,0.1612
1782675233.909734,8.9801,15.4646,0.8329,0.4000,0.1360
1782675233.959692,8.9937,15.4795,0.8398,0.4000,0.1815
1782675234.009839,9.0071,15.4945,0.8489,0.4000,0.1391
1782675234.059718,9.0205,15.5096,0.8559,0.4000,0.1209
1782675234.109792,9.0337,15.5248,0.8620,0.4000,0.1112
1782675234.159702,9.0467,15.5400,0.8676,0.4000,0.1793
1782675234.209777,9.0598,15.5554,0.8766,0.4000,0.1468
1782675234.259712,9.0726,15.5709,0.8840,0.4000,0.1899
1782675234.309777,9.0854,15.5865,0.8936,0.4000,0.1667
1782675234.359838,9.0980,15.6021,0.9020,0.4000,0.1590
1782675234.409714,9.1105,15.6179,0.9100,0.4000,0.1743
1782675234.459706,9.1229,15.6339,0.9187,0.4000,0.1571
1782675234.509838,9.1351,15.6499,0.9267,0.4000,0.2745
1782675234.559721,9.1471,15.6659,0.9404,0.4000,0.1245
1782675234.609799,9.1591,15.6823,0.9467,0.4000,0.1519
1782675234.659690,9.1708,15.6986,0.9544,0.4000,0.1892
1782675234.709796,9.1825,15.7151,0.9639,0.4000,0.2410
1782675234.759985,9.1940,15.7317,0.9760,0.4000,0.2117
1782675234.809761,9.2053,15.7484,0.9867,0.4000,0.2424
1782675234.859859,9.2164,15.7652,0.9989,0.4000,0.1401
1782675234.909737,9.2273,15.7821,1.0060,0.4000,0.1864
1782675234.959916,9.2381,15.7991,1.0154,0.4000,0.2021
1782675235.009651,9.2487,15.8163,1.0256,0.4000,0.1234
1782675235.059680,9.2592,15.8335,1.0317,0.4000,0.0918
1782675235.109701,9.2695,15.8508,1.0364,0.4000,0.0665
1782675235.159758,9.2798,15.8681,1.0398,0.4000,0.1356
1782675235.209697,9.2900,15.8855,1.0466,0.4000,0.1045
1782675235.259834,9.3001,15.9030,1.0519,0.4000,0.1168
1782675235.309658,9.3102,15.9206,1.0578,0.4000,0.1095
1782675235.359780,9.3201,15.9382,1.0633,0.4000,0.1642
1782675235.409708,9.3298,15.9558,1.0716,0.4000,0.1346
1782675235.459716,9.3395,15.9735,1.0784,0.4000,0.2061
1782675235.509682,9.3490,15.9912,1.0888,0.4000,0.1705
1782675235.559706,9.3583,16.0090,1.0974,0.4000,0.1601
1782675235.609661,9.3675,16.0270,1.1055,0.4000,0.2237
1782675235.659774,9.3765,16.0449,1.1167,0.4000,0.1406
1782675235.709738,9.3854,16.0630,1.1238,0.4000,0.1753
1782675235.810010,9.3942,16.0814,1.1327,0.4000,0.1627
1782675235.859772,9.4028,16.0998,1.1410,0.4000,0.1549
1782675235.909920,9.4112,16.1181,1.1488,0.4000,0.2006
1782675235.960003,9.4195,16.1365,1.1589,0.4000,0.1471
1782675236.009807,9.4275,16.1550,1.1663,0.4000,0.1213
1782675236.060284,9.4354,16.1735,1.1724,0.4000,0.1039
1782675236.109873,9.4433,16.1921,1.1777,0.4000,0.0696
1782675236.159757,9.4510,16.2106,1.1811,0.4000,-0.1201
1782675236.209736,9.4586,16.2293,1.1750,0.4000,-0.0494
1782675236.259866,9.4664,16.2480,1.1725,0.4000,-0.1337
1782675236.309801,9.4742,16.2665,1.1658,0.4000,-0.0671
1782675236.359677,9.4822,16.2851,1.1625,0.4000,-0.0079
1782675236.409818,9.4902,16.3035,1.1621,0.4000,0.0010
1782675236.459803,9.4982,16.3220,1.1621,0.4000,-0.0239
1782675236.509671,9.5062,16.3405,1.1609,0.4000,-0.0179
1782675236.559709,9.5142,16.3590,1.1600,0.4000,-0.0020
1782675236.609801,9.5222,16.3774,1.1599,0.4000,0.0189
1782675236.659700,9.5303,16.3958,1.1609,0.4000,0.0369
1782675236.709829,9.5383,16.4143,1.1627,0.4000,0.0059
1782675236.759871,9.5463,16.4328,1.1630,0.4000,0.0190
1782675236.809676,9.5542,16.4512,1.1640,0.4000,0.0269
1782675236.859736,9.5622,16.4698,1.1654,0.4000,0.0267
1782675236.909716,9.5702,16.4883,1.1667,0.4000,0.0079
1782675236.959751,9.5781,16.5069,1.1671,0.4000,0.0230
1782675237.009804,9.5860,16.5254,1.1683,0.4000,0.0608
1782675237.059691,9.5939,16.5439,1.1713,0.4000,-0.0131
1782675237.109898,9.6018,16.5625,1.1707,0.4000,0.0339
1782675237.159719,9.6096,16.5811,1.1724,0.4000,0.0601
1782675237.209987,9.6175,16.5997,1.1754,0.4000,0.0562
1782675237.260203,9.6252,16.6182,1.1783,0.4000,0.1038
1782675237.310029,9.6330,16.6370,1.1835,0.4000,0.0150
1782675237.359885,9.6406,16.6557,1.1843,0.4000,0.0812
1782675237.409846,9.6482,16.6744,1.1884,0.4000,0.0648
1782675237.460089,9.6557,16.6930,1.1916,0.4000,0.0475
1782675237.509701,9.6631,16.7117,1.1940,0.4000,0.0538
1782675237.559747,9.6705,16.7304,1.1967,0.4000,0.0852
1782675237.609819,9.6779,16.7492,1.2010,0.4000,0.0242
1782675237.659795,9.6852,16.7680,1.2022,0.4000,0.0280
1782675237.709762,9.6925,16.7870,1.2037,0.4000,0.0306
1782675237.759693,9.6997,16.8057,1.2052,0.4000,0.0120
1782675237.809679,9.7069,16.8245,1.2058,0.4000,0.0506
1782675237.859754,9.7141,16.8433,1.2084,0.4000,0.0151
1782675237.909679,9.7213,16.8622,1.2091,0.4000,0.0259
1782675237.959709,9.7284,16.8810,1.2104,0.4000,0.0600
1782675238.009733,9.7355,16.8998,1.2134,0.4000,0.0241
1782675238.059958,9.7425,16.9187,1.2147,0.4000,0.0890
1782675238.109718,9.7495,16.9376,1.2191,0.4000,0.0358
1782675238.159726,9.7565,16.9565,1.2209,0.4000,-0.0576
1782675238.209724,9.7635,16.9756,1.2180,0.4000,0.0208
1782675238.259711,9.7704,16.9944,1.2191,0.4000,0.0261
1782675238.309801,9.7773,17.0133,1.2204,0.4000,0.0950
1782675238.359881,9.7843,17.0323,1.2252,0.4000,-0.0000
1782675238.409889,9.7911,17.0512,1.2252,0.4000,0.0434
1782675238.459955,9.7979,17.0702,1.2274,0.4000,0.0502
1782675238.509926,9.8047,17.0892,1.2299,0.4000,0.0354
1782675238.559779,9.8114,17.1082,1.2317,0.4000,0.0381
1782675238.609775,9.8181,17.1271,1.2336,0.4000,0.0020
1782675238.659980,9.8248,17.1462,1.2337,0.4000,0.0586
1782675238.709757,9.8314,17.1651,1.2366,0.4000,0.0030
1782675238.759743,9.8380,17.1841,1.2368,0.4000,0.0208
1782675238.809988,9.8447,17.2032,1.2379,0.4000,0.0681
1782675238.859725,9.8512,17.2222,1.2413,0.4000,0.0170
1782675238.909758,9.8577,17.2413,1.2421,0.4000,0.0239
1782675238.959759,9.8642,17.2603,1.2433,0.4000,0.0150
1782675239.010705,9.8707,17.2793,1.2441,0.4000,0.0610
1782675239.059746,9.8771,17.2983,1.2471,0.4000,0.0142
1782675239.109758,9.8836,17.3175,1.2479,0.4000,0.0673
1782675239.159788,9.8899,17.3366,1.2512,0.4000,0.0157
1782675239.209927,9.8963,17.3556,1.2520,0.4000,0.0368
1782675239.259846,9.9026,17.3747,1.2539,0.4000,0.0211
1782675239.309809,9.9088,17.3939,1.2550,0.4000,0.1127
1782675239.359824,9.9151,17.4129,1.2606,0.4000,0.1102
1782675239.409801,9.9212,17.4321,1.2662,0.4000,0.1018
1782675239.459897,9.9272,17.4513,1.2714,0.4000,0.3571
1782675239.509872,9.9332,17.4708,1.2896,0.4000,0.4753
1782675239.559833,9.9388,17.4899,1.3132,0.4000,0.4493
1782675239.609989,9.9439,17.5094,1.3359,0.4000,0.4972
1782675239.659899,9.9486,17.5289,1.3608,0.4000,0.3610
1782675239.709975,9.9527,17.5485,1.3789,0.4000,0.2962
1782675239.759854,9.9566,17.5685,1.3939,0.4000,0.1711
1782675239.809814,9.9601,17.5881,1.4024,0.4000,0.1807
1782675239.860102,9.9635,17.6080,1.4115,0.4000,0.1183
1782675239.909785,9.9667,17.6280,1.4174,0.4000,0.0985
1782675239.959723,9.9698,17.6478,1.4224,0.4000,0.0880
1782675240.009784,9.9728,17.6677,1.4268,0.4000,0.1149
1782675240.059796,9.9757,17.6878,1.4326,0.4000,0.0842
1782675240.109805,9.9784,17.7077,1.4369,0.4000,0.0985
